,Average_Note_Duration
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch100_1.mid",0.04958
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch100_10.mid",0.04813
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch100_11.mid",0.03979
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch100_12.mid",0.04615
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch100_13.mid",0.03823
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch100_14.mid",0.03687
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch100_15.mid",0.03656
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch100_16.mid",0.04198
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch100_2.mid",0.05677
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch100_3.mid",0.04104
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch100_4.mid",0.04594
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch100_5.mid",0.04573
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch100_6.mid",0.03281
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch100_7.mid",0.04302
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch100_8.mid",0.04344
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch100_9.mid",0.04646
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch1024_1.mid",0.2118
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch1024_10.mid",0.161
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch1024_11.mid",0.1772
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch1024_12.mid",0.1294
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch1024_13.mid",0.148
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch1024_14.mid",0.1657
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch1024_15.mid",0.1732
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch1024_16.mid",0.2144
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch1024_2.mid",0.1294
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch1024_3.mid",0.1591
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch1024_4.mid",0.1452
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch1024_5.mid",0.2008
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch1024_6.mid",0.1679
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch1024_7.mid",0.2101
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch1024_8.mid",0.1698
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch1024_9.mid",0.2022
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch16_1.mid",0.007812
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch16_10.mid",0.007812
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch16_11.mid",0.008646
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch16_12.mid",0.008229
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch16_13.mid",0.008229
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch16_14.mid",0.007187
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch16_15.mid",0.007396
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch16_16.mid",0.009271
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch16_2.mid",0.01073
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch16_3.mid",0.007083
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch16_4.mid",0.00875
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch16_5.mid",0.009896
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch16_6.mid",0.008125
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch16_7.mid",0.009583
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch16_8.mid",0.008854
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch16_9.mid",0.007396
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2048_1.mid",0.1703
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2048_10.mid",0.1767
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2048_11.mid",0.1617
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2048_12.mid",0.2063
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2048_13.mid",0.1593
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2048_14.mid",0.1581
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2048_15.mid",0.1531
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2048_16.mid",0.1697
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2048_2.mid",0.2045
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2048_3.mid",0.1732
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2048_4.mid",0.1722
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2048_5.mid",0.2172
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2048_6.mid",0.1998
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2048_7.mid",0.1656
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2048_8.mid",0.1778
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2048_9.mid",0.1685
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2500_1.mid",0.1328
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2500_10.mid",0.1316
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2500_11.mid",0.1268
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2500_12.mid",0.1182
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2500_13.mid",0.1142
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2500_14.mid",0.1264
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2500_15.mid",0.1207
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2500_16.mid",0.1273
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2500_2.mid",0.1273
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2500_3.mid",0.1195
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2500_4.mid",0.1298
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2500_5.mid",0.1225
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2500_6.mid",0.1281
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2500_7.mid",0.1437
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2500_8.mid",0.1192
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch2500_9.mid",0.1221
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3000_1.mid",0.1118
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3000_10.mid",0.08177
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3000_11.mid",0.08687
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3000_12.mid",0.11
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3000_13.mid",0.09323
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3000_14.mid",0.1094
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3000_15.mid",0.1145
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3000_16.mid",0.0976
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3000_2.mid",0.1224
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3000_3.mid",0.1317
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3000_4.mid",0.1116
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3000_5.mid",0.09781
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3000_6.mid",0.1193
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3000_7.mid",0.1023
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3000_8.mid",0.1047
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3000_9.mid",0.103
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch300_1.mid",0.08792
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch300_10.mid",0.08823
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch300_11.mid",0.08781
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch300_12.mid",0.09073
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch300_13.mid",0.09062
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch300_14.mid",0.09021
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch300_15.mid",0.0876
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch300_16.mid",0.0826
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch300_2.mid",0.0901
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch300_3.mid",0.08656
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch300_4.mid",0.09187
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch300_5.mid",0.08917
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch300_6.mid",0.0924
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch300_7.mid",0.08656
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch300_8.mid",0.0949
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch300_9.mid",0.08813
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3500_1.mid",0.1798
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3500_10.mid",0.1705
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3500_11.mid",0.165
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3500_12.mid",0.1732
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3500_13.mid",0.1703
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3500_14.mid",0.1731
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3500_15.mid",0.1689
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3500_16.mid",0.1767
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3500_2.mid",0.1733
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3500_3.mid",0.1708
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3500_4.mid",0.1724
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3500_5.mid",0.1817
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3500_6.mid",0.1698
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3500_7.mid",0.1943
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3500_8.mid",0.1715
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch3500_9.mid",0.1884
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch50_1.mid",0.06021
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch50_10.mid",0.06771
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch50_11.mid",0.06469
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch50_12.mid",0.06781
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch50_13.mid",0.07344
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch50_14.mid",0.07594
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch50_15.mid",0.06573
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch50_16.mid",0.07115
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch50_2.mid",0.07042
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch50_3.mid",0.06969
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch50_4.mid",0.06646
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch50_5.mid",0.05521
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch50_6.mid",0.07115
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch50_7.mid",0.06479
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch50_8.mid",0.07115
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch50_9.mid",0.05531
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch700_1.mid",0.2914
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch700_10.mid",0.2607
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch700_11.mid",0.2497
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch700_12.mid",0.253
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch700_13.mid",0.2586
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch700_14.mid",0.2209
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch700_15.mid",0.2001
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch700_16.mid",0.2243
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch700_2.mid",0.1591
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch700_3.mid",0.2411
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch700_4.mid",0.2036
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch700_5.mid",0.2335
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch700_6.mid",0.2543
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch700_7.mid",0.1821
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch700_8.mid",0.2101
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run2\run2_epoch700_9.mid",0.2504
